"Hero","Hero","Games","W","L","Win %","Name","Name"
"life_stealer","rubick","266","151","115","0.568","Lifestealer","Rubick"
"rubick","magnataur","242","107","135","0.442","Rubick","Magnus"
"shadow_demon","magnataur","240","102","138","0.425","Shadow Demon","Magnus"
"dark_seer","shadow_demon","226","91","135","0.403","Dark Seer","Shadow Demon"
"dark_seer","rubick","215","97","118","0.451","Dark Seer","Rubick"
"lone_druid","rubick","208","108","100","0.519","Lone Druid","Rubick"
"gyrocopter","rubick","197","96","101","0.487","Gyrocopter","Rubick"
"shadow_demon","lone_druid","195","81","114","0.415","Shadow Demon","Lone Druid"
"dark_seer","gyrocopter","189","94","95","0.497","Dark Seer","Gyrocopter"
"gyrocopter","shadow_demon","185","94","91","0.508","Gyrocopter","Shadow Demon"
"chaos_knight","wisp","180","108","72","0.600","Chaos Knight","Io"
"life_stealer","shadow_demon","174","89","85","0.511","Lifestealer","Shadow Demon"
"queenofpain","rubick","170","79","91","0.465","Queen of Pain","Rubick"
"gyrocopter","magnataur","168","80","88","0.476","Gyrocopter","Magnus"
"lone_druid","magnataur","162","81","81","0.500","Lone Druid","Magnus"
"keeper_of_the_light","magnataur","159","82","77","0.516","Keeper of the Light","Magnus"
"phantom_lancer","keeper_of_the_light","151","70","81","0.464","Phantom Lancer","Keeper of the Light"
"life_stealer","keeper_of_the_light","150","85","65","0.567","Lifestealer","Keeper of the Light"
"queenofpain","shadow_demon","148","61","87","0.412","Queen of Pain","Shadow Demon"
"furion","rubick","146","86","60","0.589","Natures Prophet","Rubick"
"rattletrap","gyrocopter","145","91","54","0.628","Clockwerk","Gyrocopter"
"leshrac","shadow_demon","142","68","74","0.479","Leshrac","Shadow Demon"
"life_stealer","lone_druid","137","81","56","0.591","Lifestealer","Lone Druid"
"antimage","shadow_demon","137","69","68","0.504","Anti Mage","Shadow Demon"
"rubick","keeper_of_the_light","135","76","59","0.563","Rubick","Keeper of the Light"
"lina","shadow_demon","135","57","78","0.422","Lina","Shadow Demon"
"shadow_demon","nyx_assassin","133","62","71","0.466","Shadow Demon","Nyx Assassin"
"queenofpain","life_stealer","130","74","56","0.569","Queen of Pain","Lifestealer"
"gyrocopter","nyx_assassin","129","72","57","0.558","Gyrocopter","Nyx Assassin"
"leshrac","magnataur","128","66","62","0.516","Leshrac","Magnus"
"life_stealer","magnataur","128","64","64","0.500","Lifestealer","Magnus"
"furion","magnataur","127","72","55","0.567","Natures Prophet","Magnus"
"queenofpain","keeper_of_the_light","123","62","61","0.504","Queen of Pain","Keeper of the Light"
"furion","gyrocopter","123","76","47","0.618","Natures Prophet","Gyrocopter"
"batrider","rubick","122","64","58","0.525","Batrider","Rubick"
"gyrocopter","keeper_of_the_light","122","64","58","0.525","Gyrocopter","Keeper of the Light"
"bane","magnataur","122","60","62","0.492","Bane","Magnus"
"rattletrap","shadow_demon","121","56","65","0.463","Clockwerk","Shadow Demon"
"queenofpain","nyx_assassin","121","55","66","0.455","Queen of Pain","Nyx Assassin"
"dark_seer","keeper_of_the_light","121","54","67","0.446","Dark Seer","Keeper of the Light"
"bane","gyrocopter","120","61","59","0.508","Bane","Gyrocopter"
"leshrac","life_stealer","119","63","56","0.529","Leshrac","Lifestealer"
"rubick","nyx_assassin","118","67","51","0.568","Rubick","Nyx Assassin"
"queenofpain","dark_seer","114","47","67","0.412","Queen of Pain","Dark Seer"
"lone_druid","keeper_of_the_light","111","67","44","0.604","Lone Druid","Keeper of the Light"
"antimage","magnataur","111","55","56","0.495","Anti Mage","Magnus"
"batrider","shadow_demon","111","52","59","0.468","Batrider","Shadow Demon"
"furion","nyx_assassin","110","64","46","0.582","Natures Prophet","Nyx Assassin"
"dark_seer","magnataur","109","46","63","0.422","Dark Seer","Magnus"
"furion","shadow_demon","109","59","50","0.541","Natures Prophet","Shadow Demon"
"shadow_demon","keeper_of_the_light","109","45","64","0.413","Shadow Demon","Keeper of the Light"
"furion","keeper_of_the_light","109","68","41","0.624","Natures Prophet","Keeper of the Light"
"rattletrap","keeper_of_the_light","108","62","46","0.574","Clockwerk","Keeper of the Light"
"dark_seer","jakiro","106","43","63","0.406","Dark Seer","Jakiro"
"rattletrap","rubick","106","56","50","0.528","Clockwerk","Rubick"
"puck","life_stealer","106","52","54","0.491","Puck","Lifestealer"
"lina","magnataur","106","39","67","0.368","Lina","Magnus"
"puck","rubick","105","54","51","0.514","Puck","Rubick"
"lina","life_stealer","105","53","52","0.505","Lina","Lifestealer"
"puck","shadow_demon","105","37","68","0.352","Puck","Shadow Demon"
"life_stealer","dark_seer","105","50","55","0.476","Lifestealer","Dark Seer"
"dark_seer","nyx_assassin","104","61","43","0.587","Dark Seer","Nyx Assassin"
"furion","life_stealer","104","65","39","0.625","Natures Prophet","Lifestealer"
"leshrac","lone_druid","103","55","48","0.534","Leshrac","Lone Druid"
"nyx_assassin","keeper_of_the_light","103","63","40","0.612","Nyx Assassin","Keeper of the Light"
"lone_druid","nyx_assassin","102","56","46","0.549","Lone Druid","Nyx Assassin"
"luna","shadow_demon","101","46","55","0.455","Luna","Shadow Demon"
"luna","dark_seer","100","56","44","0.560","Luna","Dark Seer"
"life_stealer","gyrocopter","100","55","45","0.550","Lifestealer","Gyrocopter"
"bane","dark_seer","97","53","44","0.546","Bane","Dark Seer"
"jakiro","magnataur","97","42","55","0.433","Jakiro","Magnus"
"lina","rubick","96","36","60","0.375","Lina","Rubick"
"leshrac","dark_seer","96","40","56","0.417","Leshrac","Dark Seer"
"storm_spirit","life_stealer","95","57","38","0.600","Storm Spirit","Lifestealer"
"jakiro","shadow_demon","94","42","52","0.447","Jakiro","Shadow Demon"
"rattletrap","nyx_assassin","94","52","42","0.553","Clockwerk","Nyx Assassin"
"lina","lone_druid","93","46","47","0.495","Lina","Lone Druid"
"batrider","gyrocopter","93","50","43","0.538","Batrider","Gyrocopter"
"life_stealer","nyx_assassin","93","63","30","0.677","Lifestealer","Nyx Assassin"
"puck","gyrocopter","92","46","46","0.500","Puck","Gyrocopter"
"bane","keeper_of_the_light","91","49","42","0.538","Bane","Keeper of the Light"
"leshrac","gyrocopter","90","49","41","0.544","Leshrac","Gyrocopter"
"gyrocopter","lone_druid","89","48","41","0.539","Gyrocopter","Lone Druid"
"leshrac","rubick","88","48","40","0.545","Leshrac","Rubick"
"puck","keeper_of_the_light","87","43","44","0.494","Puck","Keeper of the Light"
"queenofpain","gyrocopter","87","40","47","0.460","Queen of Pain","Gyrocopter"
"life_stealer","jakiro","86","46","40","0.535","Lifestealer","Jakiro"
"bane","furion","86","40","46","0.465","Bane","Natures Prophet"
"juggernaut","rubick","85","45","40","0.529","Juggernaut","Rubick"
"luna","rubick","85","43","42","0.506","Luna","Rubick"
"dark_seer","lone_druid","84","36","48","0.429","Dark Seer","Lone Druid"
"leshrac","nyx_assassin","83","44","39","0.530","Leshrac","Nyx Assassin"
"weaver","shadow_demon","82","38","44","0.463","Weaver","Shadow Demon"
"chen","lone_druid","82","41","41","0.500","Chen","Lone Druid"
"puck","dark_seer","82","39","43","0.476","Puck","Dark Seer"
"chen","shadow_demon","81","39","42","0.481","Chen","Shadow Demon"
"nyx_assassin","magnataur","80","40","40","0.500","Nyx Assassin","Magnus"
"queenofpain","lone_druid","79","40","39","0.506","Queen of Pain","Lone Druid"
"antimage","rubick","79","40","39","0.506","Anti Mage","Rubick"
"chen","rubick","79","47","32","0.595","Chen","Rubick"
"puck","lone_druid","79","38","41","0.481","Puck","Lone Druid"
"luna","magnataur","78","38","40","0.487","Luna","Magnus"
"juggernaut","shadow_demon","77","34","43","0.442","Juggernaut","Shadow Demon"
"templar_assassin","rubick","77","39","38","0.506","Templar Assassin","Rubick"
"juggernaut","lone_druid","74","32","42","0.432","Juggernaut","Lone Druid"
"bane","batrider","74","38","36","0.514","Bane","Batrider"
"phantom_lancer","rubick","73","36","37","0.493","Phantom Lancer","Rubick"
"kunkka","shadow_demon","72","35","37","0.486","Kunkka","Shadow Demon"
"weaver","rubick","72","38","34","0.528","Weaver","Rubick"
"jakiro","rubick","72","31","41","0.431","Jakiro","Rubick"
"phantom_lancer","magnataur","71","32","39","0.451","Phantom Lancer","Magnus"
"jakiro","lone_druid","71","35","36","0.493","Jakiro","Lone Druid"
"chen","magnataur","71","39","32","0.549","Chen","Magnus"
"bane","life_stealer","70","34","36","0.486","Bane","Lifestealer"
"queenofpain","furion","70","36","34","0.514","Queen of Pain","Natures Prophet"
"queenofpain","leshrac","70","33","37","0.471","Queen of Pain","Leshrac"
"lina","dark_seer","69","22","47","0.319","Lina","Dark Seer"
"puck","nyx_assassin","68","34","34","0.500","Puck","Nyx Assassin"
"jakiro","gyrocopter","66","28","38","0.424","Jakiro","Gyrocopter"
"luna","nyx_assassin","66","34","32","0.515","Luna","Nyx Assassin"
"templar_assassin","shadow_demon","65","37","28","0.569","Templar Assassin","Shadow Demon"
"queenofpain","magnataur","65","27","38","0.415","Queen of Pain","Magnus"
"rattletrap","dark_seer","65","39","26","0.600","Clockwerk","Dark Seer"
"dark_seer","chen","65","35","30","0.538","Dark Seer","Chen"
"phantom_lancer","shadow_demon","64","28","36","0.438","Phantom Lancer","Shadow Demon"
"enigma","rubick","64","37","27","0.578","Enigma","Rubick"
"bane","queenofpain","63","37","26","0.587","Bane","Queen of Pain"
"batrider","lone_druid","63","32","31","0.508","Batrider","Lone Druid"
"rattletrap","magnataur","63","30","33","0.476","Clockwerk","Magnus"
"templar_assassin","dark_seer","63","28","35","0.444","Templar Assassin","Dark Seer"
"leshrac","furion","63","29","34","0.460","Leshrac","Natures Prophet"
"windrunner","magnataur","63","37","26","0.587","Windranger","Magnus"
"queenofpain","rattletrap","63","33","30","0.524","Queen of Pain","Clockwerk"
"antimage","dark_seer","62","24","38","0.387","Anti Mage","Dark Seer"
"juggernaut","magnataur","62","28","34","0.452","Juggernaut","Magnus"
"windrunner","rubick","62","31","31","0.500","Windranger","Rubick"
"life_stealer","batrider","62","35","27","0.565","Lifestealer","Batrider"
"lina","gyrocopter","61","33","28","0.541","Lina","Gyrocopter"
"sand_king","magnataur","59","26","33","0.441","Sand King","Magnus"
"weaver","magnataur","59","27","32","0.458","Weaver","Magnus"
"antimage","nyx_assassin","59","31","28","0.525","Anti Mage","Nyx Assassin"
"alchemist","shadow_demon","59","29","30","0.492","Alchemist","Shadow Demon"
"dark_seer","wisp","59","32","27","0.542","Dark Seer","Io"
"queenofpain","wisp","57","26","31","0.456","Queen of Pain","Io"
"bane","lone_druid","57","29","28","0.509","Bane","Lone Druid"
"windrunner","shadow_demon","57","22","35","0.386","Windranger","Shadow Demon"
"shadow_demon","rubick","57","20","37","0.351","Shadow Demon","Rubick"
"bane","rattletrap","57","34","23","0.596","Bane","Clockwerk"
"batrider","keeper_of_the_light","57","27","30","0.474","Batrider","Keeper of the Light"
"luna","batrider","57","31","26","0.544","Luna","Batrider"
"weaver","nyx_assassin","56","27","29","0.482","Weaver","Nyx Assassin"
"life_stealer","chen","56","35","21","0.625","Lifestealer","Chen"
"lina","queenofpain","56","27","29","0.482","Lina","Queen of Pain"
