"Hero","Hero","Games","W","L","Win %","Name","Name"
"earthshaker","nevermore","177","94","83","0.531","Earthshaker","Shadow Fiend"
"gyrocopter","rubick","169","79","90","0.467","Gyrocopter","Rubick"
"earthshaker","gyrocopter","169","87","82","0.515","Earthshaker","Gyrocopter"
"earthshaker","queenofpain","148","63","85","0.426","Earthshaker","Queen of Pain"
"earthshaker","lina","146","63","83","0.432","Earthshaker","Lina"
"rattletrap","gyrocopter","131","68","63","0.519","Clockwerk","Gyrocopter"
"queenofpain","rubick","126","57","69","0.452","Queen of Pain","Rubick"
"lina","rubick","123","50","73","0.407","Lina","Rubick"
"queenofpain","rattletrap","116","56","60","0.483","Queen of Pain","Clockwerk"
"nevermore","rubick","115","61","54","0.530","Shadow Fiend","Rubick"
"rattletrap","rubick","107","52","55","0.486","Clockwerk","Rubick"
"lina","gyrocopter","105","44","61","0.419","Lina","Gyrocopter"
"nevermore","rattletrap","102","59","43","0.578","Shadow Fiend","Clockwerk"
"gyrocopter","disruptor","101","58","43","0.574","Gyrocopter","Disruptor"
"lina","rattletrap","99","43","56","0.434","Lina","Clockwerk"
"earthshaker","storm_spirit","98","51","47","0.520","Earthshaker","Storm Spirit"
"storm_spirit","gyrocopter","97","53","44","0.546","Storm Spirit","Gyrocopter"
"earthshaker","rubick","96","45","51","0.469","Earthshaker","Rubick"
"tiny","wisp","95","42","53","0.442","Tiny","Io"
"dazzle","gyrocopter","93","50","43","0.538","Dazzle","Gyrocopter"
"leshrac","rubick","91","48","43","0.527","Leshrac","Rubick"
"nevermore","dazzle","91","42","49","0.462","Shadow Fiend","Dazzle"
"earthshaker","dark_seer","89","38","51","0.427","Earthshaker","Dark Seer"
"earthshaker","leshrac","89","54","35","0.607","Earthshaker","Leshrac"
"earthshaker","dazzle","89","50","39","0.562","Earthshaker","Dazzle"
"lina","tusk","89","50","39","0.562","Lina","Tusk"
"dazzle","tusk","85","43","42","0.506","Dazzle","Tusk"
"nevermore","lina","85","44","41","0.518","Shadow Fiend","Lina"
"witch_doctor","queenofpain","85","39","46","0.459","Witch Doctor","Queen of Pain"
"nevermore","witch_doctor","84","42","42","0.500","Shadow Fiend","Witch Doctor"
"dark_seer","gyrocopter","83","40","43","0.482","Dark Seer","Gyrocopter"
"lion","gyrocopter","83","44","39","0.530","Lion","Gyrocopter"
"spirit_breaker","gyrocopter","82","44","38","0.537","Spirit Breaker","Gyrocopter"
"dark_seer","rubick","81","38","43","0.469","Dark Seer","Rubick"
"phantom_lancer","lina","81","43","38","0.531","Phantom Lancer","Lina"
"lina","dark_seer","81","31","50","0.383","Lina","Dark Seer"
"dragon_knight","gyrocopter","80","48","32","0.600","Dragon Knight","Gyrocopter"
"queenofpain","winter_wyvern","80","36","44","0.450","Queen of Pain","Winter Wyvern"
"queenofpain","gyrocopter","80","35","45","0.438","Queen of Pain","Gyrocopter"
"earthshaker","phantom_lancer","79","40","39","0.506","Earthshaker","Phantom Lancer"
"rubick","tusk","78","48","30","0.615","Rubick","Tusk"
"gyrocopter","tusk","77","48","29","0.623","Gyrocopter","Tusk"
"rattletrap","leshrac","77","43","34","0.558","Clockwerk","Leshrac"
"storm_spirit","rubick","76","42","34","0.553","Storm Spirit","Rubick"
"earthshaker","winter_wyvern","75","35","40","0.467","Earthshaker","Winter Wyvern"
"earthshaker","disruptor","74","37","37","0.500","Earthshaker","Disruptor"
"lion","rattletrap","74","39","35","0.527","Lion","Clockwerk"
"dazzle","rattletrap","73","43","30","0.589","Dazzle","Clockwerk"
"nevermore","lion","73","38","35","0.521","Shadow Fiend","Lion"
"lina","spirit_breaker","72","40","32","0.556","Lina","Spirit Breaker"
