"Hero","Hero","Games","W","L","Win %","Name","Name"
"mirana","shadow_demon","226","126","100","0.558","Mirana","Shadow Demon"
"mirana","skeleton_king","153","85","68","0.556","Mirana","Wraith King"
"faceless_void","skywrath_mage","143","70","73","0.490","Faceless Void","Skywrath Mage"
"bane","mirana","139","82","57","0.590","Bane","Mirana"
"mirana","invoker","133","63","70","0.474","Mirana","Invoker"
"mirana","brewmaster","127","75","52","0.591","Mirana","Brewmaster"
"ancient_apparition","rubick","125","66","59","0.528","Ancient Apparition","Rubick"
"doom_bringer","rubick","124","70","54","0.565","Doom","Rubick"
"shadow_shaman","brewmaster","123","60","63","0.488","Shadow Shaman","Brewmaster"
"furion","rubick","122","67","55","0.549","Natures Prophet","Rubick"
"mirana","shadow_shaman","121","74","47","0.612","Mirana","Shadow Shaman"
"shadow_shaman","doom_bringer","121","68","53","0.562","Shadow Shaman","Doom"
"shadow_shaman","centaur","120","51","69","0.425","Shadow Shaman","Centaur Warrunner"
"shadow_demon","centaur","120","46","74","0.383","Shadow Demon","Centaur Warrunner"
"tiny","wisp","118","60","58","0.508","Tiny","Io"
"mirana","centaur","118","63","55","0.534","Mirana","Centaur Warrunner"
"mirana","tidehunter","117","71","46","0.607","Mirana","Tidehunter"
"shadow_shaman","furion","116","64","52","0.552","Shadow Shaman","Natures Prophet"
"mirana","sand_king","116","62","54","0.534","Mirana","Sand King"
"batrider","rubick","115","58","57","0.504","Batrider","Rubick"
"invoker","shadow_demon","114","50","64","0.439","Invoker","Shadow Demon"
"mirana","faceless_void","113","63","50","0.558","Mirana","Faceless Void"
"mirana","doom_bringer","113","73","40","0.646","Mirana","Doom"
"furion","brewmaster","111","65","46","0.586","Natures Prophet","Brewmaster"
"centaur","skywrath_mage","109","59","50","0.541","Centaur Warrunner","Skywrath Mage"
"invoker","rubick","107","47","60","0.439","Invoker","Rubick"
"brewmaster","skywrath_mage","105","63","42","0.600","Brewmaster","Skywrath Mage"
"viper","skywrath_mage","104","55","49","0.529","Viper","Skywrath Mage"
"mirana","treant","103","65","38","0.631","Mirana","Treant Protector"
"razor","skywrath_mage","102","47","55","0.461","Razor","Skywrath Mage"
"viper","centaur","101","48","53","0.475","Viper","Centaur Warrunner"
"furion","skywrath_mage","101","50","51","0.495","Natures Prophet","Skywrath Mage"
"ancient_apparition","centaur","101","54","47","0.535","Ancient Apparition","Centaur Warrunner"
"shadow_shaman","viper","100","48","52","0.480","Shadow Shaman","Viper"
"mirana","rubick","99","53","46","0.535","Mirana","Rubick"
"rubick","centaur","98","56","42","0.571","Rubick","Centaur Warrunner"
