"Hero","Hero","Games","W","L","Win %","Name","Name"
"bane","mirana","125","75","50","0.600","Bane","Mirana"
"invoker","rubick","117","63","54","0.538","Invoker","Rubick"
"ancient_apparition","rubick","115","58","57","0.504","Ancient Apparition","Rubick"
"batrider","rubick","111","60","51","0.541","Batrider","Rubick"
"dazzle","centaur","109","55","54","0.505","Dazzle","Centaur Warrunner"
"ancient_apparition","nyx_assassin","105","53","52","0.505","Ancient Apparition","Nyx Assassin"
"shadow_shaman","centaur","104","63","41","0.606","Shadow Shaman","Centaur Warrunner"
"puck","ancient_apparition","102","55","47","0.539","Puck","Ancient Apparition"
"mirana","shadow_demon","101","58","43","0.574","Mirana","Shadow Demon"
"batrider","ancient_apparition","95","54","41","0.568","Batrider","Ancient Apparition"
"shadow_shaman","ancient_apparition","94","56","38","0.596","Shadow Shaman","Ancient Apparition"
"furion","rubick","90","47","43","0.522","Natures Prophet","Rubick"
"dazzle","batrider","89","48","41","0.539","Dazzle","Batrider"
"ancient_apparition","invoker","88","39","49","0.443","Ancient Apparition","Invoker"
"furion","ancient_apparition","87","49","38","0.563","Natures Prophet","Ancient Apparition"
"invoker","nyx_assassin","86","46","40","0.535","Invoker","Nyx Assassin"
"invoker","shadow_demon","86","44","42","0.512","Invoker","Shadow Demon"
"mirana","sand_king","85","48","37","0.565","Mirana","Sand King"
"shadow_shaman","batrider","85","48","37","0.565","Shadow Shaman","Batrider"
"rattletrap","ancient_apparition","85","44","41","0.518","Clockwerk","Ancient Apparition"
"ancient_apparition","doom_bringer","84","45","39","0.536","Ancient Apparition","Doom"
"rubick","centaur","84","41","43","0.488","Rubick","Centaur Warrunner"
"mirana","ancient_apparition","83","47","36","0.566","Mirana","Ancient Apparition"
"dazzle","invoker","83","44","39","0.530","Dazzle","Invoker"
"puck","dazzle","81","38","43","0.469","Puck","Dazzle"
"mirana","invoker","80","55","25","0.688","Mirana","Invoker"
"rattletrap","invoker","80","41","39","0.513","Clockwerk","Invoker"
"shadow_shaman","invoker","80","37","43","0.463","Shadow Shaman","Invoker"
"sand_king","ancient_apparition","79","42","37","0.532","Sand King","Ancient Apparition"
"ancient_apparition","centaur","79","34","45","0.430","Ancient Apparition","Centaur Warrunner"
"mirana","batrider","78","60","18","0.769","Mirana","Batrider"
"batrider","doom_bringer","77","47","30","0.610","Batrider","Doom"
"furion","invoker","76","39","37","0.513","Natures Prophet","Invoker"
"doom_bringer","rubick","75","30","45","0.400","Doom","Rubick"
"rubick","nyx_assassin","74","35","39","0.473","Rubick","Nyx Assassin"
"invoker","centaur","74","35","39","0.473","Invoker","Centaur Warrunner"
"luna","dazzle","74","46","28","0.622","Luna","Dazzle"
"puck","visage","72","37","35","0.514","Puck","Visage"
"mirana","naga_siren","72","43","29","0.597","Mirana","Naga Siren"
"life_stealer","batrider","72","33","39","0.458","Lifestealer","Batrider"
"mirana","centaur","70","39","31","0.557","Mirana","Centaur Warrunner"
"invoker","visage","70","38","32","0.543","Invoker","Visage"
"shadow_shaman","nyx_assassin","70","40","30","0.571","Shadow Shaman","Nyx Assassin"
"bane","invoker","69","33","36","0.478","Bane","Invoker"
"storm_spirit","ancient_apparition","68","34","34","0.500","Storm Spirit","Ancient Apparition"
"sand_king","invoker","67","37","30","0.552","Sand King","Invoker"
"luna","nyx_assassin","66","37","29","0.561","Luna","Nyx Assassin"
"storm_spirit","nyx_assassin","65","38","27","0.585","Storm Spirit","Nyx Assassin"
"mirana","visage","65","42","23","0.646","Mirana","Visage"
"life_stealer","ancient_apparition","65","35","30","0.538","Lifestealer","Ancient Apparition"
"shadow_shaman","doom_bringer","65","38","27","0.585","Shadow Shaman","Doom"
"dazzle","nyx_assassin","65","30","35","0.462","Dazzle","Nyx Assassin"
"slardar","dazzle","64","32","32","0.500","Slardar","Dazzle"
"rubick","visage","64","28","36","0.438","Rubick","Visage"
"rattletrap","visage","63","34","29","0.540","Clockwerk","Visage"
"mirana","shadow_shaman","63","44","19","0.698","Mirana","Shadow Shaman"
"crystal_maiden","mirana","63","35","28","0.556","Crystal Maiden","Mirana"
"puck","rubick","63","36","27","0.571","Puck","Rubick"
"luna","batrider","63","41","22","0.651","Luna","Batrider"
"ancient_apparition","ember_spirit","63","29","34","0.460","Ancient Apparition","Ember Spirit"
"nyx_assassin","visage","63","33","30","0.524","Nyx Assassin","Visage"
"life_stealer","rubick","62","27","35","0.435","Lifestealer","Rubick"
"mirana","rubick","61","36","25","0.590","Mirana","Rubick"
"mirana","dazzle","61","43","18","0.705","Mirana","Dazzle"
"doom_bringer","invoker","61","33","28","0.541","Doom","Invoker"
"mirana","doom_bringer","60","35","25","0.583","Mirana","Doom"
"batrider","visage","60","36","24","0.600","Batrider","Visage"
"luna","invoker","60","33","27","0.550","Luna","Invoker"
"mirana","nyx_assassin","59","38","21","0.644","Mirana","Nyx Assassin"
"sand_king","batrider","59","31","28","0.525","Sand King","Batrider"
"weaver","ancient_apparition","59","28","31","0.475","Weaver","Ancient Apparition"
"bane","batrider","59","37","22","0.627","Bane","Batrider"
"puck","lycan","59","32","27","0.542","Puck","Lycan"
"batrider","invoker","58","30","28","0.517","Batrider","Invoker"
"tiny","wisp","58","39","19","0.672","Tiny","Io"
"luna","visage","58","30","28","0.517","Luna","Visage"
"ancient_apparition","naga_siren","58","28","30","0.483","Ancient Apparition","Naga Siren"
"rubick","ember_spirit","58","24","34","0.414","Rubick","Ember Spirit"
"dazzle","rattletrap","57","35","22","0.614","Dazzle","Clockwerk"
"luna","rattletrap","57","27","30","0.474","Luna","Clockwerk"
"mirana","puck","56","32","24","0.571","Mirana","Puck"
"puck","luna","56","31","25","0.554","Puck","Luna"
"sand_king","furion","56","27","29","0.482","Sand King","Natures Prophet"
"dazzle","furion","56","27","29","0.482","Dazzle","Natures Prophet"
"batrider","chen","56","33","23","0.589","Batrider","Chen"
"enchantress","invoker","56","32","24","0.571","Enchantress","Invoker"
"mirana","shredder","55","28","27","0.509","Mirana","Timbersaw"
"puck","centaur","55","27","28","0.491","Puck","Centaur Warrunner"
"sand_king","centaur","55","22","33","0.400","Sand King","Centaur Warrunner"
"luna","rubick","55","32","23","0.582","Luna","Rubick"
"luna","ancient_apparition","55","28","27","0.509","Luna","Ancient Apparition"
"dazzle","doom_bringer","54","32","22","0.593","Dazzle","Doom"
"dazzle","ember_spirit","54","30","24","0.556","Dazzle","Ember Spirit"
"mirana","furion","54","26","28","0.481","Mirana","Natures Prophet"
"mirana","ember_spirit","54","36","18","0.667","Mirana","Ember Spirit"
"shadow_demon","nyx_assassin","53","26","27","0.491","Shadow Demon","Nyx Assassin"
"vengefulspirit","ancient_apparition","53","24","29","0.453","Vengeful Spirit","Ancient Apparition"
"visage","centaur","53","25","28","0.472","Visage","Centaur Warrunner"
"storm_spirit","life_stealer","53","23","30","0.434","Storm Spirit","Lifestealer"
"puck","life_stealer","53","27","26","0.509","Puck","Lifestealer"
"morphling","ancient_apparition","52","28","24","0.538","Morphling","Ancient Apparition"
"luna","chen","52","32","20","0.615","Luna","Chen"
"centaur","ember_spirit","52","29","23","0.558","Centaur Warrunner","Ember Spirit"
"crystal_maiden","naga_siren","52","29","23","0.558","Crystal Maiden","Naga Siren"
"lycan","rubick","52","39","13","0.750","Lycan","Rubick"
"batrider","disruptor","51","29","22","0.569","Batrider","Disruptor"
"doom_bringer","nyx_assassin","51","23","28","0.451","Doom","Nyx Assassin"
"chen","invoker","51","26","25","0.510","Chen","Invoker"
"life_stealer","nyx_assassin","51","29","22","0.569","Lifestealer","Nyx Assassin"
"furion","chen","50","18","32","0.360","Natures Prophet","Chen"
"shadow_shaman","furion","50","32","18","0.640","Shadow Shaman","Natures Prophet"
"shadow_demon","centaur","50","25","25","0.500","Shadow Demon","Centaur Warrunner"
"crystal_maiden","batrider","50","27","23","0.540","Crystal Maiden","Batrider"
"life_stealer","invoker","50","20","30","0.400","Lifestealer","Invoker"
"crystal_maiden","rattletrap","50","26","24","0.520","Crystal Maiden","Clockwerk"
"sand_king","doom_bringer","49","25","24","0.510","Sand King","Doom"
"nyx_assassin","naga_siren","49","29","20","0.592","Nyx Assassin","Naga Siren"
"weaver","nyx_assassin","49","28","21","0.571","Weaver","Nyx Assassin"
"luna","shadow_demon","49","21","28","0.429","Luna","Shadow Demon"
"storm_spirit","dazzle","49","29","20","0.592","Storm Spirit","Dazzle"
"enchantress","nyx_assassin","49","25","24","0.510","Enchantress","Nyx Assassin"
"puck","furion","48","22","26","0.458","Puck","Natures Prophet"
"furion","nyx_assassin","48","29","19","0.604","Natures Prophet","Nyx Assassin"
"mirana","chen","48","32","16","0.667","Mirana","Chen"
"rattletrap","rubick","48","18","30","0.375","Clockwerk","Rubick"
"storm_spirit","rubick","48","21","27","0.438","Storm Spirit","Rubick"
"luna","furion","47","22","25","0.468","Luna","Natures Prophet"
"mirana","rattletrap","47","25","22","0.532","Mirana","Clockwerk"
"storm_spirit","visage","47","20","27","0.426","Storm Spirit","Visage"
"invoker","disruptor","46","25","21","0.543","Invoker","Disruptor"
"bane","nyx_assassin","46","23","23","0.500","Bane","Nyx Assassin"
"dazzle","naga_siren","45","22","23","0.489","Dazzle","Naga Siren"
"puck","nyx_assassin","45","20","25","0.444","Puck","Nyx Assassin"
"life_stealer","visage","45","20","25","0.444","Lifestealer","Visage"
"shadow_shaman","enchantress","45","31","14","0.689","Shadow Shaman","Enchantress"
"puck","shadow_shaman","45","29","16","0.644","Puck","Shadow Shaman"
"sand_king","ember_spirit","45","22","23","0.489","Sand King","Ember Spirit"
"bane","puck","45","20","25","0.444","Bane","Puck"
"sand_king","shadow_demon","44","23","21","0.523","Sand King","Shadow Demon"
"mirana","life_stealer","44","23","21","0.523","Mirana","Lifestealer"
"furion","visage","44","22","22","0.500","Natures Prophet","Visage"
"bane","centaur","44","22","22","0.500","Bane","Centaur Warrunner"
"puck","sand_king","44","22","22","0.500","Puck","Sand King"
"dazzle","life_stealer","44","21","23","0.477","Dazzle","Lifestealer"
"dragon_knight","ancient_apparition","44","19","25","0.432","Dragon Knight","Ancient Apparition"
"bane","visage","44","27","17","0.614","Bane","Visage"
"crystal_maiden","invoker","43","23","20","0.535","Crystal Maiden","Invoker"
"chen","nyx_assassin","43","24","19","0.558","Chen","Nyx Assassin"
"venomancer","furion","43","23","20","0.535","Venomancer","Natures Prophet"
"rattletrap","ember_spirit","43","24","19","0.558","Clockwerk","Ember Spirit"
"dark_seer","ember_spirit","43","27","16","0.628","Dark Seer","Ember Spirit"
"shadow_shaman","life_stealer","42","19","23","0.452","Shadow Shaman","Lifestealer"
"shadow_shaman","dazzle","42","21","21","0.500","Shadow Shaman","Dazzle"
"vengefulspirit","furion","42","21","21","0.500","Vengeful Spirit","Natures Prophet"
"crystal_maiden","nyx_assassin","42","24","18","0.571","Crystal Maiden","Nyx Assassin"
"shadow_shaman","luna","42","24","18","0.571","Shadow Shaman","Luna"
"storm_spirit","furion","42","22","20","0.524","Storm Spirit","Natures Prophet"
"shadow_shaman","rattletrap","41","22","19","0.537","Shadow Shaman","Clockwerk"
"storm_spirit","doom_bringer","41","21","20","0.512","Storm Spirit","Doom"
"venomancer","ancient_apparition","41","18","23","0.439","Venomancer","Ancient Apparition"
"morphling","nyx_assassin","41","15","26","0.366","Morphling","Nyx Assassin"
"bane","furion","41","15","26","0.366","Bane","Natures Prophet"
"chen","centaur","41","27","14","0.659","Chen","Centaur Warrunner"
"vengefulspirit","invoker","41","18","23","0.439","Vengeful Spirit","Invoker"
"morphling","batrider","41","19","22","0.463","Morphling","Batrider"
"sand_king","dazzle","41","21","20","0.512","Sand King","Dazzle"
"furion","shadow_demon","41","19","22","0.463","Natures Prophet","Shadow Demon"
"furion","life_stealer","41","18","23","0.439","Natures Prophet","Lifestealer"
"crystal_maiden","furion","40","17","23","0.425","Crystal Maiden","Natures Prophet"
"templar_assassin","ancient_apparition","40","19","21","0.475","Templar Assassin","Ancient Apparition"
"dazzle","lycan","40","25","15","0.625","Dazzle","Lycan"
"crystal_maiden","shredder","40","21","19","0.525","Crystal Maiden","Timbersaw"
"bane","ember_spirit","40","23","17","0.575","Bane","Ember Spirit"
"doom_bringer","centaur","40","19","21","0.475","Doom","Centaur Warrunner"
"puck","batrider","40","21","19","0.525","Puck","Batrider"
"dark_seer","invoker","40","25","15","0.625","Dark Seer","Invoker"
"dazzle","dark_seer","40","22","18","0.550","Dazzle","Dark Seer"
"shadow_shaman","rubick","40","21","19","0.525","Shadow Shaman","Rubick"
"enchantress","doom_bringer","40","16","24","0.400","Enchantress","Doom"
"puck","doom_bringer","39","24","15","0.615","Puck","Doom"
"dazzle","visage","39","28","11","0.718","Dazzle","Visage"
"nyx_assassin","ember_spirit","39","19","20","0.487","Nyx Assassin","Ember Spirit"
"sand_king","nyx_assassin","39","25","14","0.641","Sand King","Nyx Assassin"
"luna","centaur","39","21","18","0.538","Luna","Centaur Warrunner"
"furion","ember_spirit","39","21","18","0.538","Natures Prophet","Ember Spirit"
"furion","lycan","39","26","13","0.667","Natures Prophet","Lycan"
"storm_spirit","rattletrap","38","20","18","0.526","Storm Spirit","Clockwerk"
"bane","rattletrap","38","18","20","0.474","Bane","Clockwerk"
"storm_spirit","centaur","38","12","26","0.316","Storm Spirit","Centaur Warrunner"
"doom_bringer","visage","38","20","18","0.526","Doom","Visage"
"shadow_shaman","ember_spirit","38","20","18","0.526","Shadow Shaman","Ember Spirit"
"vengefulspirit","batrider","38","28","10","0.737","Vengeful Spirit","Batrider"
"batrider","naga_siren","38","20","18","0.526","Batrider","Naga Siren"
"spectre","ancient_apparition","38","18","20","0.474","Spectre","Ancient Apparition"
"faceless_void","ancient_apparition","38","14","24","0.368","Faceless Void","Ancient Apparition"
"venomancer","invoker","37","22","15","0.595","Venomancer","Invoker"
"doom_bringer","shadow_demon","37","11","26","0.297","Doom","Shadow Demon"
"batrider","nyx_assassin","37","18","19","0.486","Batrider","Nyx Assassin"
"naga_siren","centaur","37","23","14","0.622","Naga Siren","Centaur Warrunner"
"disruptor","nyx_assassin","37","20","17","0.541","Disruptor","Nyx Assassin"
"nevermore","batrider","37","24","13","0.649","Shadow Fiend","Batrider"
"puck","rattletrap","37","15","22","0.405","Puck","Clockwerk"
"sand_king","dark_seer","37","17","20","0.459","Sand King","Dark Seer"
"rattletrap","naga_siren","37","24","13","0.649","Clockwerk","Naga Siren"
"batrider","lycan","36","24","12","0.667","Batrider","Lycan"
"dazzle","shadow_demon","36","24","12","0.667","Dazzle","Shadow Demon"
"puck","venomancer","36","23","13","0.639","Puck","Venomancer"
"crystal_maiden","visage","36","24","12","0.667","Crystal Maiden","Visage"
"puck","naga_siren","36","17","19","0.472","Puck","Naga Siren"
"shadow_shaman","lycan","36","25","11","0.694","Shadow Shaman","Lycan"
"storm_spirit","batrider","36","15","21","0.417","Storm Spirit","Batrider"
"batrider","centaur","36","18","18","0.500","Batrider","Centaur Warrunner"
"shadow_shaman","chen","36","19","17","0.528","Shadow Shaman","Chen"
"batrider","ember_spirit","36","14","22","0.389","Batrider","Ember Spirit"
"shadow_demon","ember_spirit","36","22","14","0.611","Shadow Demon","Ember Spirit"
"puck","chen","35","13","22","0.371","Puck","Chen"
"treant","ember_spirit","35","23","12","0.657","Treant Protector","Ember Spirit"
"rubick","naga_siren","35","20","15","0.571","Rubick","Naga Siren"
"enchantress","batrider","35","13","22","0.371","Enchantress","Batrider"
"furion","enchantress","35","17","18","0.486","Natures Prophet","Enchantress"
"earthshaker","mirana","35","20","15","0.571","Earthshaker","Mirana"
"viper","ancient_apparition","35","20","15","0.571","Viper","Ancient Apparition"
