"Hero","Hero","Games","W","L","Win %","Name","Name"
"earthshaker","silencer","32","20","12","0.625","Earthshaker","Silencer"
"bane","lina","32","18","14","0.563","Bane","Lina"
"bane","oracle","32","17","15","0.531","Bane","Oracle"
"windrunner","lina","32","14","18","0.438","Windranger","Lina"
"earthshaker","ember_spirit","32","9","23","0.281","Earthshaker","Ember Spirit"
"nevermore","undying","33","24","9","0.727","Shadow Fiend","Undying"
"queenofpain","silencer","33","23","10","0.697","Queen of Pain","Silencer"
"bane","doom_bringer","33","20","13","0.606","Bane","Doom"
"rubick","tusk","33","19","14","0.576","Rubick","Tusk"
"tiny","dazzle","33","19","14","0.576","Tiny","Dazzle"
"dazzle","slark","33","18","15","0.545","Dazzle","Slark"
"slardar","viper","33","17","16","0.515","Slardar","Viper"
"lina","undying","33","16","17","0.485","Lina","Undying"
"rattletrap","gyrocopter","33","15","18","0.455","Clockwerk","Gyrocopter"
"dazzle","rubick","33","14","19","0.424","Dazzle","Rubick"
"windrunner","ancient_apparition","33","13","20","0.394","Windranger","Ancient Apparition"
"gyrocopter","earth_spirit","33","13","20","0.394","Gyrocopter","Earth Spirit"
"antimage","gyrocopter","33","13","20","0.394","Anti Mage","Gyrocopter"
"razor","vengefulspirit","33","12","21","0.364","Razor","Vengeful Spirit"
"sven","slardar","33","11","22","0.333","Sven","Slardar"
"bane","lich","34","22","12","0.647","Bane","Lich"
"gyrocopter","bristleback","34","21","13","0.618","Gyrocopter","Bristleback"
"shadow_shaman","slardar","34","21","13","0.618","Shadow Shaman","Slardar"
"nevermore","slardar","34","20","14","0.588","Shadow Fiend","Slardar"
"dragon_knight","dazzle","34","20","14","0.588","Dragon Knight","Dazzle"
"juggernaut","ancient_apparition","34","20","14","0.588","Juggernaut","Ancient Apparition"
"tusk","oracle","34","19","15","0.559","Tusk","Oracle"
"vengefulspirit","rubick","34","19","15","0.559","Vengeful Spirit","Rubick"
"lina","slardar","34","19","15","0.559","Lina","Slardar"
"lich","gyrocopter","34","15","19","0.441","Lich","Gyrocopter"
"templar_assassin","tusk","34","15","19","0.441","Templar Assassin","Tusk"
"razor","viper","34","13","21","0.382","Razor","Viper"
"windrunner","ember_spirit","34","12","22","0.353","Windranger","Ember Spirit"
"earthshaker","shadow_shaman","34","11","23","0.324","Earthshaker","Shadow Shaman"
"tidehunter","gyrocopter","34","6","28","0.176","Tidehunter","Gyrocopter"
"dark_seer","disruptor","35","23","12","0.657","Dark Seer","Disruptor"
"ancient_apparition","undying","35","21","14","0.600","Ancient Apparition","Undying"
"viper","ancient_apparition","35","20","15","0.571","Viper","Ancient Apparition"
"witch_doctor","undying","35","18","17","0.514","Witch Doctor","Undying"
"slardar","spirit_breaker","35","15","20","0.429","Slardar","Spirit Breaker"
"vengefulspirit","bristleback","36","28","8","0.778","Vengeful Spirit","Bristleback"
"gyrocopter","silencer","36","28","8","0.778","Gyrocopter","Silencer"
"bane","shadow_shaman","36","23","13","0.639","Bane","Shadow Shaman"
"invoker","undying","36","23","13","0.639","Invoker","Undying"
"lich","dazzle","36","22","14","0.611","Lich","Dazzle"
"witch_doctor","queenofpain","36","21","15","0.583","Witch Doctor","Queen of Pain"
"tusk","abaddon","36","20","16","0.556","Tusk","Abaddon"
"beastmaster","gyrocopter","36","20","16","0.556","Beastmaster","Gyrocopter"
"queenofpain","undying","36","20","16","0.556","Queen of Pain","Undying"
"nevermore","viper","36","19","17","0.528","Shadow Fiend","Viper"
"tiny","tusk","36","18","18","0.500","Tiny","Tusk"
"vengefulspirit","templar_assassin","36","17","19","0.472","Vengeful Spirit","Templar Assassin"
"windrunner","undying","36","15","21","0.417","Windranger","Undying"
"earthshaker","nevermore","36","14","22","0.389","Earthshaker","Shadow Fiend"
"dazzle","oracle","36","12","24","0.333","Dazzle","Oracle"
"skeleton_king","dazzle","37","22","15","0.595","Wraith King","Dazzle"
"juggernaut","lich","37","22","15","0.595","Juggernaut","Lich"
"dark_seer","spirit_breaker","37","21","16","0.568","Dark Seer","Spirit Breaker"
"nevermore","queenofpain","37","19","18","0.514","Shadow Fiend","Queen of Pain"
"lina","queenofpain","37","19","18","0.514","Lina","Queen of Pain"
"tiny","vengefulspirit","37","19","18","0.514","Tiny","Vengeful Spirit"
"slardar","disruptor","37","19","18","0.514","Slardar","Disruptor"
"slardar","witch_doctor","37","18","19","0.486","Slardar","Witch Doctor"
"earthshaker","rubick","37","13","24","0.351","Earthshaker","Rubick"
"lich","tusk","37","12","25","0.324","Lich","Tusk"
"queenofpain","ancient_apparition","38","24","14","0.632","Queen of Pain","Ancient Apparition"
"shadow_shaman","queenofpain","38","22","16","0.579","Shadow Shaman","Queen of Pain"
"vengefulspirit","lich","38","20","18","0.526","Vengeful Spirit","Lich"
"lion","gyrocopter","38","17","21","0.447","Lion","Gyrocopter"
"juggernaut","witch_doctor","38","17","21","0.447","Juggernaut","Witch Doctor"
"lina","tusk","38","16","22","0.421","Lina","Tusk"
"night_stalker","gyrocopter","38","16","22","0.421","Night Stalker","Gyrocopter"
"sven","gyrocopter","38","16","22","0.421","Sven","Gyrocopter"
"earthshaker","rattletrap","38","14","24","0.368","Earthshaker","Clockwerk"
"earthshaker","undying","38","9","29","0.237","Earthshaker","Undying"
"bane","skeleton_king","39","30","9","0.769","Bane","Wraith King"
"vengefulspirit","jakiro","39","26","13","0.667","Vengeful Spirit","Jakiro"
"dark_seer","undying","39","24","15","0.615","Dark Seer","Undying"
"spirit_breaker","undying","39","24","15","0.615","Spirit Breaker","Undying"
"dragon_knight","tusk","39","22","17","0.564","Dragon Knight","Tusk"
"bane","ember_spirit","39","22","17","0.564","Bane","Ember Spirit"
"juggernaut","viper","39","20","19","0.513","Juggernaut","Viper"
"shadow_shaman","invoker","39","19","20","0.487","Shadow Shaman","Invoker"
"gyrocopter","oracle","39","19","20","0.487","Gyrocopter","Oracle"
"bane","rubick","39","18","21","0.462","Bane","Rubick"
"witch_doctor","spirit_breaker","39","18","21","0.462","Witch Doctor","Spirit Breaker"
"dark_seer","invoker","39","16","23","0.410","Dark Seer","Invoker"
"vengefulspirit","oracle","39","16","23","0.410","Vengeful Spirit","Oracle"
"dazzle","abaddon","39","14","25","0.359","Dazzle","Abaddon"
"silencer","tusk","39","13","26","0.333","Silencer","Tusk"
"phantom_lancer","vengefulspirit","39","12","27","0.308","Phantom Lancer","Vengeful Spirit"
"bane","silencer","40","30","10","0.750","Bane","Silencer"
"bane","nevermore","40","26","14","0.650","Bane","Shadow Fiend"
"templar_assassin","dazzle","40","25","15","0.625","Templar Assassin","Dazzle"
"bane","night_stalker","40","22","18","0.550","Bane","Night Stalker"
"juggernaut","nevermore","40","19","21","0.475","Juggernaut","Shadow Fiend"
"gyrocopter","abaddon","40","17","23","0.425","Gyrocopter","Abaddon"
"earthshaker","night_stalker","40","14","26","0.350","Earthshaker","Night Stalker"
"vengefulspirit","silencer","41","29","12","0.707","Vengeful Spirit","Silencer"
"nevermore","windrunner","41","25","16","0.610","Shadow Fiend","Windranger"
"nevermore","vengefulspirit","41","23","18","0.561","Shadow Fiend","Vengeful Spirit"
"juggernaut","undying","41","20","21","0.488","Juggernaut","Undying"
"gyrocopter","rubick","41","19","22","0.463","Gyrocopter","Rubick"
"vengefulspirit","night_stalker","41","19","22","0.463","Vengeful Spirit","Night Stalker"
"nevermore","invoker","41","18","23","0.439","Shadow Fiend","Invoker"
"slardar","abaddon","41","14","27","0.341","Slardar","Abaddon"
"witch_doctor","invoker","41","14","27","0.341","Witch Doctor","Invoker"
"lion","dazzle","41","13","28","0.317","Lion","Dazzle"
"windrunner","slardar","41","11","30","0.268","Windranger","Slardar"
"viper","dark_seer","41","10","31","0.244","Viper","Dark Seer"
"vengefulspirit","skeleton_king","42","29","13","0.690","Vengeful Spirit","Wraith King"
"templar_assassin","invoker","42","28","14","0.667","Templar Assassin","Invoker"
"queenofpain","ember_spirit","42","24","18","0.571","Queen of Pain","Ember Spirit"
"bane","abaddon","42","20","22","0.476","Bane","Abaddon"
"templar_assassin","gyrocopter","42","18","24","0.429","Templar Assassin","Gyrocopter"
"vengefulspirit","slark","43","28","15","0.651","Vengeful Spirit","Slark"
"dazzle","silencer","43","23","20","0.535","Dazzle","Silencer"
"earthshaker","ancient_apparition","43","20","23","0.465","Earthshaker","Ancient Apparition"
"spirit_breaker","invoker","43","19","24","0.442","Spirit Breaker","Invoker"
"nevermore","tusk","43","18","25","0.419","Shadow Fiend","Tusk"
"juggernaut","spirit_breaker","43","18","25","0.419","Juggernaut","Spirit Breaker"
"dragon_knight","gyrocopter","43","18","25","0.419","Dragon Knight","Gyrocopter"
"earthshaker","witch_doctor","43","12","31","0.279","Earthshaker","Witch Doctor"
"windrunner","dark_seer","43","10","33","0.233","Windranger","Dark Seer"
"bane","ancient_apparition","44","31","13","0.705","Bane","Ancient Apparition"
"gyrocopter","slark","44","28","16","0.636","Gyrocopter","Slark"
"slardar","undying","44","26","18","0.591","Slardar","Undying"
"juggernaut","windrunner","44","23","21","0.523","Juggernaut","Windranger"
"queenofpain","spirit_breaker","44","21","23","0.477","Queen of Pain","Spirit Breaker"
"doom_bringer","gyrocopter","44","21","23","0.477","Doom","Gyrocopter"
"earthshaker","disruptor","44","17","27","0.386","Earthshaker","Disruptor"
"earthshaker","viper","44","13","31","0.295","Earthshaker","Viper"
"windrunner","spirit_breaker","44","13","31","0.295","Windranger","Spirit Breaker"
"lina","dazzle","45","29","16","0.644","Lina","Dazzle"
"zuus","dazzle","45","25","20","0.556","Zeus","Dazzle"
"juggernaut","queenofpain","45","21","24","0.467","Juggernaut","Queen of Pain"
"tiny","gyrocopter","45","20","25","0.444","Tiny","Gyrocopter"
"razor","gyrocopter","45","19","26","0.422","Razor","Gyrocopter"
"dazzle","night_stalker","45","18","27","0.400","Dazzle","Night Stalker"
"invoker","disruptor","46","32","14","0.696","Invoker","Disruptor"
"lina","gyrocopter","46","18","28","0.391","Lina","Gyrocopter"
"viper","invoker","46","17","29","0.370","Viper","Invoker"
"night_stalker","tusk","47","16","31","0.340","Night Stalker","Tusk"
"ancient_apparition","tusk","48","19","29","0.396","Ancient Apparition","Tusk"
"juggernaut","dark_seer","49","22","27","0.449","Juggernaut","Dark Seer"
"shadow_shaman","gyrocopter","49","19","30","0.388","Shadow Shaman","Gyrocopter"
"vengefulspirit","lion","50","33","17","0.660","Vengeful Spirit","Lion"
"juggernaut","slardar","50","28","22","0.560","Juggernaut","Slardar"
"vengefulspirit","shadow_shaman","50","27","23","0.540","Vengeful Spirit","Shadow Shaman"
"vengefulspirit","zuus","50","27","23","0.540","Vengeful Spirit","Zeus"
"juggernaut","invoker","50","18","32","0.360","Juggernaut","Invoker"
"disruptor","tusk","50","16","34","0.320","Disruptor","Tusk"
"viper","dazzle","51","28","23","0.549","Viper","Dazzle"
"shadow_shaman","tusk","51","19","32","0.373","Shadow Shaman","Tusk"
"vengefulspirit","ember_spirit","52","30","22","0.577","Vengeful Spirit","Ember Spirit"
"vengefulspirit","lina","52","29","23","0.558","Vengeful Spirit","Lina"
"queenofpain","disruptor","52","24","28","0.462","Queen of Pain","Disruptor"
"windrunner","queenofpain","52","19","33","0.365","Windranger","Queen of Pain"
"gyrocopter","ember_spirit","53","30","23","0.566","Gyrocopter","Ember Spirit"
"bane","witch_doctor","53","27","26","0.509","Bane","Witch Doctor"
"slardar","dark_seer","53","22","31","0.415","Slardar","Dark Seer"
"dazzle","ember_spirit","54","28","26","0.519","Dazzle","Ember Spirit"
"earthshaker","dark_seer","54","23","31","0.426","Earthshaker","Dark Seer"
"bane","windrunner","55","39","16","0.709","Bane","Windranger"
"bane","undying","55","33","22","0.600","Bane","Undying"
"nevermore","gyrocopter","55","25","30","0.455","Shadow Fiend","Gyrocopter"
"earthshaker","spirit_breaker","55","23","32","0.418","Earthshaker","Spirit Breaker"
"witch_doctor","dazzle","56","34","22","0.607","Witch Doctor","Dazzle"
"queenofpain","viper","56","33","23","0.589","Queen of Pain","Viper"
"bane","invoker","56","31","25","0.554","Bane","Invoker"
"vengefulspirit","viper","57","41","16","0.719","Vengeful Spirit","Viper"
"gyrocopter","disruptor","57","32","25","0.561","Gyrocopter","Disruptor"
"queenofpain","dark_seer","57","29","28","0.509","Queen of Pain","Dark Seer"
"dazzle","disruptor","57","25","32","0.439","Dazzle","Disruptor"
"windrunner","tusk","57","17","40","0.298","Windranger","Tusk"
"earthshaker","invoker","57","16","41","0.281","Earthshaker","Invoker"
"gyrocopter","undying","58","44","14","0.759","Gyrocopter","Undying"
"nevermore","dazzle","58","36","22","0.621","Shadow Fiend","Dazzle"
"slardar","queenofpain","58","22","36","0.379","Slardar","Queen of Pain"
"earthshaker","windrunner","59","22","37","0.373","Earthshaker","Windranger"
"dazzle","undying","60","36","24","0.600","Dazzle","Undying"
"bane","dark_seer","60","30","30","0.500","Bane","Dark Seer"
"tusk","ember_spirit","61","35","26","0.574","Tusk","Ember Spirit"
"spirit_breaker","gyrocopter","61","26","35","0.426","Spirit Breaker","Gyrocopter"
"bane","spirit_breaker","62","36","26","0.581","Bane","Spirit Breaker"
"dark_seer","tusk","62","33","29","0.532","Dark Seer","Tusk"
"skeleton_king","gyrocopter","62","30","32","0.484","Wraith King","Gyrocopter"
"dark_seer","gyrocopter","62","29","33","0.468","Dark Seer","Gyrocopter"
"juggernaut","dazzle","63","40","23","0.635","Juggernaut","Dazzle"
"bane","viper","63","37","26","0.587","Bane","Viper"
"earthshaker","juggernaut","63","26","37","0.413","Earthshaker","Juggernaut"
"vengefulspirit","disruptor","64","38","26","0.594","Vengeful Spirit","Disruptor"
"vengefulspirit","spirit_breaker","65","30","35","0.462","Vengeful Spirit","Spirit Breaker"
"juggernaut","vengefulspirit","65","26","39","0.400","Juggernaut","Vengeful Spirit"
"vengefulspirit","witch_doctor","66","43","23","0.652","Vengeful Spirit","Witch Doctor"
"bane","queenofpain","66","35","31","0.530","Bane","Queen of Pain"
"queenofpain","invoker","66","31","35","0.470","Queen of Pain","Invoker"
"spirit_breaker","tusk","66","31","35","0.470","Spirit Breaker","Tusk"
"viper","gyrocopter","66","25","41","0.379","Viper","Gyrocopter"
"slardar","invoker","66","17","49","0.258","Slardar","Invoker"
"bane","earthshaker","67","45","22","0.672","Bane","Earthshaker"
"witch_doctor","tusk","67","30","37","0.448","Witch Doctor","Tusk"
"dazzle","spirit_breaker","67","28","39","0.418","Dazzle","Spirit Breaker"
"bane","slardar","68","47","21","0.691","Bane","Slardar"
"invoker","tusk","68","38","30","0.559","Invoker","Tusk"
"undying","tusk","68","25","43","0.368","Undying","Tusk"
"viper","tusk","68","23","45","0.338","Viper","Tusk"
"windrunner","gyrocopter","68","19","49","0.279","Windranger","Gyrocopter"
"shadow_shaman","dazzle","70","40","30","0.571","Shadow Shaman","Dazzle"
"vengefulspirit","dark_seer","70","38","32","0.543","Vengeful Spirit","Dark Seer"
"bane","juggernaut","70","33","37","0.471","Bane","Juggernaut"
"bane","disruptor","71","48","23","0.676","Bane","Disruptor"
"earthshaker","queenofpain","71","31","40","0.437","Earthshaker","Queen of Pain"
