"Hero","Hero","Games","W","L","Win %","Name","Name"
"witch_doctor","wisp","41","11","30","0.268","Witch Doctor","Io"
"witch_doctor","dazzle","55","15","40","0.273","Witch Doctor","Dazzle"
"night_stalker","doom_bringer","40","13","27","0.325","Night Stalker","Doom"
"bane","doom_bringer","40","13","27","0.325","Bane","Doom"
"lina","night_stalker","49","16","33","0.327","Lina","Night Stalker"
"lina","undying","57","19","38","0.333","Lina","Undying"
"lina","rattletrap","45","16","29","0.356","Lina","Clockwerk"
"windrunner","dazzle","83","30","53","0.361","Windranger","Dazzle"
"lina","gyrocopter","61","22","39","0.361","Lina","Gyrocopter"
"alchemist","ember_spirit","44","16","28","0.364","Alchemist","Ember Spirit"
"antimage","dark_seer","44","16","28","0.364","Anti Mage","Dark Seer"
"dazzle","doom_bringer","70","26","44","0.371","Dazzle","Doom"
"queenofpain","doom_bringer","51","19","32","0.373","Queen of Pain","Doom"
"windrunner","tusk","96","36","60","0.375","Windranger","Tusk"
"windrunner","slardar","48","18","30","0.375","Windranger","Slardar"
"queenofpain","wisp","69","26","43","0.377","Queen of Pain","Io"
"witch_doctor","tusk","44","17","27","0.386","Witch Doctor","Tusk"
"slardar","doom_bringer","75","29","46","0.387","Slardar","Doom"
"queenofpain","templar_assassin","54","21","33","0.389","Queen of Pain","Templar Assassin"
"rubick","tusk","74","29","45","0.392","Rubick","Tusk"
"queenofpain","viper","45","18","27","0.400","Queen of Pain","Viper"
"spirit_breaker","tusk","110","45","65","0.409","Spirit Breaker","Tusk"
"dark_seer","night_stalker","65","27","38","0.415","Dark Seer","Night Stalker"
"windrunner","night_stalker","53","22","31","0.415","Windranger","Night Stalker"
"spirit_breaker","gyrocopter","79","33","46","0.418","Spirit Breaker","Gyrocopter"
"juggernaut","nevermore","43","18","25","0.419","Juggernaut","Shadow Fiend"
"slardar","lich","57","24","33","0.421","Slardar","Lich"
"tiny","wisp","45","19","26","0.422","Tiny","Io"
"alchemist","tusk","71","30","41","0.423","Alchemist","Tusk"
"dark_seer","doom_bringer","54","23","31","0.426","Dark Seer","Doom"
"ancient_apparition","doom_bringer","56","24","32","0.429","Ancient Apparition","Doom"
"queenofpain","dazzle","172","74","98","0.430","Queen of Pain","Dazzle"
"windrunner","spirit_breaker","58","25","33","0.431","Windranger","Spirit Breaker"
"queenofpain","night_stalker","104","45","59","0.433","Queen of Pain","Night Stalker"
"dazzle","night_stalker","97","42","55","0.433","Dazzle","Night Stalker"
"lina","slardar","67","29","38","0.433","Lina","Slardar"
"dark_seer","ember_spirit","83","36","47","0.434","Dark Seer","Ember Spirit"
"lina","winter_wyvern","92","40","52","0.435","Lina","Winter Wyvern"
"windrunner","gyrocopter","62","27","35","0.435","Windranger","Gyrocopter"
"lina","tusk","80","35","45","0.438","Lina","Tusk"
"night_stalker","undying","64","28","36","0.438","Night Stalker","Undying"
"nevermore","bounty_hunter","48","21","27","0.438","Shadow Fiend","Bounty Hunter"
"antimage","queenofpain","41","18","23","0.439","Anti Mage","Queen of Pain"
"queenofpain","tusk","216","95","121","0.440","Queen of Pain","Tusk"
"rattletrap","tusk","75","33","42","0.440","Clockwerk","Tusk"
"juggernaut","slardar","59","26","33","0.441","Juggernaut","Slardar"
"dark_seer","spirit_breaker","52","23","29","0.442","Dark Seer","Spirit Breaker"
"night_stalker","ancient_apparition","45","20","25","0.444","Night Stalker","Ancient Apparition"
"tiny","doom_bringer","45","20","25","0.444","Tiny","Doom"
"lina","spirit_breaker","45","20","25","0.444","Lina","Spirit Breaker"
"gyrocopter","rubick","56","25","31","0.446","Gyrocopter","Rubick"
"earthshaker","lina","56","25","31","0.446","Earthshaker","Lina"
"dark_seer","rubick","47","21","26","0.447","Dark Seer","Rubick"
"lina","dazzle","87","39","48","0.448","Lina","Dazzle"
"tiny","gyrocopter","60","27","33","0.450","Tiny","Gyrocopter"
"night_stalker","tusk","164","74","90","0.451","Night Stalker","Tusk"
"windrunner","undying","51","23","28","0.451","Windranger","Undying"
"dazzle","ancient_apparition","115","52","63","0.452","Dazzle","Ancient Apparition"
"queenofpain","alchemist","55","25","30","0.455","Queen of Pain","Alchemist"
"broodmother","winter_wyvern","44","20","24","0.455","Broodmother","Winter Wyvern"
"windrunner","dark_seer","79","36","43","0.456","Windranger","Dark Seer"
"night_stalker","alchemist","46","21","25","0.457","Night Stalker","Alchemist"
"templar_assassin","winter_wyvern","46","21","25","0.457","Templar Assassin","Winter Wyvern"
"night_stalker","disruptor","48","22","26","0.458","Night Stalker","Disruptor"
"rattletrap","winter_wyvern","52","24","28","0.462","Clockwerk","Winter Wyvern"
"lina","ember_spirit","67","31","36","0.463","Lina","Ember Spirit"
"templar_assassin","dazzle","54","25","29","0.463","Templar Assassin","Dazzle"
"gyrocopter","alchemist","41","19","22","0.463","Gyrocopter","Alchemist"
"ember_spirit","winter_wyvern","110","51","59","0.464","Ember Spirit","Winter Wyvern"
"gyrocopter","ember_spirit","97","45","52","0.464","Gyrocopter","Ember Spirit"
"earthshaker","night_stalker","56","26","30","0.464","Earthshaker","Night Stalker"
"rattletrap","dark_seer","75","35","40","0.467","Clockwerk","Dark Seer"
"juggernaut","gyrocopter","79","37","42","0.468","Juggernaut","Gyrocopter"
"earthshaker","dazzle","66","31","35","0.470","Earthshaker","Dazzle"
"windrunner","winter_wyvern","87","41","46","0.471","Windranger","Winter Wyvern"
"dark_seer","winter_wyvern","85","40","45","0.471","Dark Seer","Winter Wyvern"
"dark_seer","undying","68","32","36","0.471","Dark Seer","Undying"
"juggernaut","queenofpain","57","27","30","0.474","Juggernaut","Queen of Pain"
"bane","gyrocopter","99","47","52","0.475","Bane","Gyrocopter"
"nevermore","doom_bringer","61","29","32","0.475","Shadow Fiend","Doom"
"dazzle","silencer","40","19","21","0.475","Dazzle","Silencer"
"razor","tusk","40","19","21","0.475","Razor","Tusk"
"spirit_breaker","disruptor","40","19","21","0.475","Spirit Breaker","Disruptor"
"windrunner","queenofpain","126","60","66","0.476","Windranger","Queen of Pain"
"slardar","dazzle","124","59","65","0.476","Slardar","Dazzle"
"queenofpain","invoker","42","20","22","0.476","Queen of Pain","Invoker"
"dark_seer","wisp","42","20","22","0.476","Dark Seer","Io"
"earthshaker","slardar","69","33","36","0.478","Earthshaker","Slardar"
"bane","nevermore","94","45","49","0.479","Bane","Shadow Fiend"
"nevermore","tiny","48","23","25","0.479","Shadow Fiend","Tiny"
"dark_seer","disruptor","75","36","39","0.480","Dark Seer","Disruptor"
"lina","dark_seer","75","36","39","0.480","Lina","Dark Seer"
"ancient_apparition","ember_spirit","50","24","26","0.480","Ancient Apparition","Ember Spirit"
"gyrocopter","tusk","149","72","77","0.483","Gyrocopter","Tusk"
"queenofpain","gyrocopter","145","70","75","0.483","Queen of Pain","Gyrocopter"
"gyrocopter","disruptor","60","29","31","0.483","Gyrocopter","Disruptor"
"disruptor","tusk","95","46","49","0.484","Disruptor","Tusk"
"spirit_breaker","winter_wyvern","74","36","38","0.486","Spirit Breaker","Winter Wyvern"
"night_stalker","gyrocopter","72","35","37","0.486","Night Stalker","Gyrocopter"
