"Hero","Hero","Games","W","L","Win %","Name","Name"
"viper","nyx_assassin","40","11","29","0.275","Viper","Nyx Assassin"
"crystal_maiden","mirana","56","18","38","0.321","Crystal Maiden","Mirana"
"storm_spirit","centaur","39","13","26","0.333","Storm Spirit","Centaur Warrunner"
"puck","ember_spirit","47","16","31","0.340","Puck","Ember Spirit"
"storm_spirit","rattletrap","41","14","27","0.341","Storm Spirit","Clockwerk"
"dazzle","dark_seer","40","14","26","0.350","Dazzle","Dark Seer"
"shadow_demon","visage","39","14","25","0.359","Shadow Demon","Visage"
"ancient_apparition","lycan","47","17","30","0.362","Ancient Apparition","Lycan"
"dazzle","enchantress","44","16","28","0.364","Dazzle","Enchantress"
"bane","visage","44","16","28","0.364","Bane","Visage"
"rattletrap","ancient_apparition","70","26","44","0.371","Clockwerk","Ancient Apparition"
"chen","rubick","45","17","28","0.378","Chen","Rubick"
"storm_spirit","invoker","63","24","39","0.381","Storm Spirit","Invoker"
"furion","naga_siren","42","16","26","0.381","Natures Prophet","Naga Siren"
"crystal_maiden","nyx_assassin","52","20","32","0.385","Crystal Maiden","Nyx Assassin"
"crystal_maiden","luna","49","19","30","0.388","Crystal Maiden","Luna"
"puck","shadow_shaman","72","28","44","0.389","Puck","Shadow Shaman"
"storm_spirit","dazzle","54","21","33","0.389","Storm Spirit","Dazzle"
"bane","mirana","41","16","25","0.390","Bane","Mirana"
"life_stealer","centaur","46","18","28","0.391","Lifestealer","Centaur Warrunner"
"batrider","shadow_demon","53","21","32","0.396","Batrider","Shadow Demon"
"life_stealer","ember_spirit","48","19","29","0.396","Lifestealer","Ember Spirit"
"life_stealer","visage","48","19","29","0.396","Lifestealer","Visage"
"ancient_apparition","disruptor","50","20","30","0.400","Ancient Apparition","Disruptor"
"storm_spirit","nyx_assassin","45","18","27","0.400","Storm Spirit","Nyx Assassin"
"invoker","shadow_demon","45","18","27","0.400","Invoker","Shadow Demon"
"venomancer","batrider","40","16","24","0.400","Venomancer","Batrider"
"sand_king","shadow_shaman","77","31","46","0.403","Sand King","Shadow Shaman"
"sand_king","centaur","62","25","37","0.403","Sand King","Centaur Warrunner"
"sand_king","nyx_assassin","70","29","41","0.414","Sand King","Nyx Assassin"
"bane","doom_bringer","41","17","24","0.415","Bane","Doom"
"furion","doom_bringer","67","28","39","0.418","Natures Prophet","Doom"
"bane","batrider","67","28","39","0.418","Bane","Batrider"
"weaver","rubick","43","18","25","0.419","Weaver","Rubick"
"sand_king","doom_bringer","57","24","33","0.421","Sand King","Doom"
"invoker","naga_siren","45","19","26","0.422","Invoker","Naga Siren"
"venomancer","rubick","40","17","23","0.425","Venomancer","Rubick"
"sand_king","dazzle","61","26","35","0.426","Sand King","Dazzle"
"storm_spirit","furion","51","22","29","0.431","Storm Spirit","Natures Prophet"
"ancient_apparition","ember_spirit","51","22","29","0.431","Ancient Apparition","Ember Spirit"
"dazzle","rattletrap","51","22","29","0.431","Dazzle","Clockwerk"
"doom_bringer","naga_siren","39","17","22","0.436","Doom","Naga Siren"
"chen","invoker","59","26","33","0.441","Chen","Invoker"
"storm_spirit","rubick","52","23","29","0.442","Storm Spirit","Rubick"
"vengefulspirit","batrider","52","23","29","0.442","Vengeful Spirit","Batrider"
"chen","visage","43","19","24","0.442","Chen","Visage"
"doom_bringer","invoker","63","28","35","0.444","Doom","Invoker"
"puck","furion","54","24","30","0.444","Puck","Natures Prophet"
"ancient_apparition","nyx_assassin","121","54","67","0.446","Ancient Apparition","Nyx Assassin"
"luna","rattletrap","47","21","26","0.447","Luna","Clockwerk"
"enchantress","ancient_apparition","58","26","32","0.448","Enchantress","Ancient Apparition"
"dazzle","visage","71","32","39","0.451","Dazzle","Visage"
"nyx_assassin","centaur","73","33","40","0.452","Nyx Assassin","Centaur Warrunner"
"shadow_demon","rubick","53","24","29","0.453","Shadow Demon","Rubick"
"puck","sand_king","53","24","29","0.453","Puck","Sand King"
"bane","luna","44","20","24","0.455","Bane","Luna"
"doom_bringer","ember_spirit","79","36","43","0.456","Doom","Ember Spirit"
"venomancer","nyx_assassin","57","26","31","0.456","Venomancer","Nyx Assassin"
"crystal_maiden","dazzle","46","21","25","0.457","Crystal Maiden","Dazzle"
"rubick","naga_siren","46","21","25","0.457","Rubick","Naga Siren"
"storm_spirit","batrider","59","27","32","0.458","Storm Spirit","Batrider"
"luna","rubick","59","27","32","0.458","Luna","Rubick"
"puck","batrider","98","45","53","0.459","Puck","Batrider"
"rattletrap","rubick","74","34","40","0.459","Clockwerk","Rubick"
"ancient_apparition","centaur","124","57","67","0.460","Ancient Apparition","Centaur Warrunner"
"bane","nyx_assassin","50","23","27","0.460","Bane","Nyx Assassin"
"visage","centaur","50","23","27","0.460","Visage","Centaur Warrunner"
"life_stealer","nyx_assassin","76","35","41","0.461","Lifestealer","Nyx Assassin"
"doom_bringer","visage","52","24","28","0.462","Doom","Visage"
"luna","batrider","54","25","29","0.463","Luna","Batrider"
"nyx_assassin","naga_siren","43","20","23","0.465","Nyx Assassin","Naga Siren"
"life_stealer","batrider","43","20","23","0.465","Lifestealer","Batrider"
"dazzle","batrider","92","43","49","0.467","Dazzle","Batrider"
"storm_spirit","ember_spirit","45","21","24","0.467","Storm Spirit","Ember Spirit"
"furion","batrider","79","37","42","0.468","Natures Prophet","Batrider"
"puck","luna","47","22","25","0.468","Puck","Luna"
"dazzle","centaur","85","40","45","0.471","Dazzle","Centaur Warrunner"
"puck","rubick","68","32","36","0.471","Puck","Rubick"
"dark_seer","centaur","51","24","27","0.471","Dark Seer","Centaur Warrunner"
"invoker","nyx_assassin","106","50","56","0.472","Invoker","Nyx Assassin"
"sand_king","ancient_apparition","89","42","47","0.472","Sand King","Ancient Apparition"
"doom_bringer","centaur","53","25","28","0.472","Doom","Centaur Warrunner"
"ancient_apparition","naga_siren","53","25","28","0.472","Ancient Apparition","Naga Siren"
"sand_king","furion","57","27","30","0.474","Sand King","Natures Prophet"
"crystal_maiden","invoker","61","29","32","0.475","Crystal Maiden","Invoker"
"bane","rubick","61","29","32","0.475","Bane","Rubick"
"luna","naga_siren","40","19","21","0.475","Luna","Naga Siren"
"shadow_shaman","luna","42","20","22","0.476","Shadow Shaman","Luna"
"sand_king","invoker","86","41","45","0.477","Sand King","Invoker"
"puck","rattletrap","44","21","23","0.477","Puck","Clockwerk"
"naga_siren","centaur","44","21","23","0.477","Naga Siren","Centaur Warrunner"
"dazzle","lycan","46","22","24","0.478","Dazzle","Lycan"
