"Hero","Hero","Games","W","L","Win %","Name","Name"
"phantom_lancer","leshrac","50","15","35","0.300","Phantom Lancer","Leshrac"
"dark_seer","wisp","74","24","50","0.324","Dark Seer","Io"
"rubick","visage","61","20","41","0.328","Rubick","Visage"
"batrider","wisp","73","24","49","0.329","Batrider","Io"
"beastmaster","life_stealer","53","18","35","0.340","Beastmaster","Lifestealer"
"undying","rubick","50","17","33","0.340","Undying","Rubick"
"queenofpain","leshrac","77","27","50","0.351","Queen of Pain","Leshrac"
"bane","furion","65","24","41","0.369","Bane","Natures Prophet"
"templar_assassin","nyx_assassin","51","19","32","0.373","Templar Assassin","Nyx Assassin"
"bane","rattletrap","65","25","40","0.385","Bane","Clockwerk"
"dark_seer","chaos_knight","67","26","41","0.388","Dark Seer","Chaos Knight"
"jakiro","keeper_of_the_light","67","26","41","0.388","Jakiro","Keeper of the Light"
"juggernaut","life_stealer","49","19","30","0.388","Juggernaut","Lifestealer"
"leshrac","life_stealer","74","29","45","0.392","Leshrac","Lifestealer"
"queenofpain","life_stealer","117","46","71","0.393","Queen of Pain","Lifestealer"
"leshrac","lone_druid","89","35","54","0.393","Leshrac","Lone Druid"
"lone_druid","visage","48","19","29","0.396","Lone Druid","Visage"
"queenofpain","furion","73","29","44","0.397","Queen of Pain","Natures Prophet"
"jakiro","rubick","98","39","59","0.398","Jakiro","Rubick"
"keeper_of_the_light","wisp","70","28","42","0.400","Keeper of the Light","Io"
"windrunner","life_stealer","55","22","33","0.400","Windranger","Lifestealer"
"luna","keeper_of_the_light","77","31","46","0.403","Luna","Keeper of the Light"
"leshrac","gyrocopter","116","47","69","0.405","Leshrac","Gyrocopter"
"leshrac","nyx_assassin","76","31","45","0.408","Leshrac","Nyx Assassin"
"phantom_lancer","shadow_demon","88","36","52","0.409","Phantom Lancer","Shadow Demon"
"sand_king","rubick","61","25","36","0.410","Sand King","Rubick"
"lina","keeper_of_the_light","107","44","63","0.411","Lina","Keeper of the Light"
"dark_seer","gyrocopter","186","77","109","0.414","Dark Seer","Gyrocopter"
"dark_seer","visage","58","24","34","0.414","Dark Seer","Visage"
"lina","lone_druid","82","34","48","0.415","Lina","Lone Druid"
"shadow_demon","wisp","84","35","49","0.417","Shadow Demon","Io"
